date,title,read_count
2024-11-28,国博电子现3笔大宗交易 总成交金额2487.06万元,4630
2024-11-28,股友37i01n3008,5926
2024-11-28,陈旧的慕容梦娇5,95
2024-11-28,大宗交易：国博电子成交2487.06万元，折价8.84%（11-28）,3611
2024-11-28,股友wszLkx,6211
2024-11-28,蚂蟥Q9500,7525
2024-11-27,大宗交易：国博电子成交2740.92万元，折价7.62%（11-27）,4822
2024-11-28,太空算力逐步走进现实 相关概念股受关注,3
2024-11-28,国博电子股友,2428
2024-11-27,国博电子：连续8日融资净偿还累计1.22亿元（11-27）,1980
2024-11-28,科创板股今日大宗交易成交明细,12620
2024-11-27,国博电子现5笔大宗交易 总成交金额2740.92万元,4400
2024-11-27,十年磨剑的三蛋,226
2024-11-26,国博电子：融资净偿还5828.91万元，创历史新高（11-26）,2611
2024-11-26,晚饭mimi,8720
2024-11-26,5天死叉10天,69155
2024-11-26,东海基金财闻速阅 （1210）,4114
2024-11-26,草根相术,7145
2024-11-26,妖精的旋律,6637
2024-11-26,股友2785p81r38,1111
2024-11-26,股友11638nE132,29
2024-11-26,急跌要敢于下手才能赚大钱，散户要等上涨确定再追高站岗去，幸运儿的没几个,766
2024-11-26,oldfoxhu,8342
2024-11-25,国博电子：连续6日融资净偿还累计6255.86万元（11-25）,2380
2024-11-25,股友R95P673815,5514
2024-12-11,超级大宝贝儿,191
2024-12-11,股友37m771805F,7821
2024-12-11,我玩夹子偷你塔,8341
2024-12-11,全资子公司－极盛科技－区块链数字货币龙头,6319
2024-12-11,第二个片仔癀超低价 4.8元  翻倍行情等你 300039,2221
2024-12-11,半路炒股养娃,899
2024-12-11,双十二基金又要打折。,3628
2024-12-11,看看新安股份你们懂的,5139
2024-12-11,一下掉的太很了！一点无语了,8716
2024-12-11,这个垃圾应该上三板，一天就交易一手,2118
2024-12-11,股友zGuC30,1321
2024-12-11,超级大宝贝儿,2145
2024-12-10,英杰电气：融资净买入178.7万元，融资余额2.53亿元（12-10）,430
2024-12-10,英杰电气：公司暂无最新股东户数信息,3582
2024-12-10,乐观的贺熠2,7537
2024-12-10,英杰电气股友,3138
2024-12-10,股友y18921V837,9042
2024-12-10,小白兔逛街,6819
2024-12-10,指数 板块都上去了  你也可以上了吧,150
2024-12-10,liang两点半之前涨停,8846
2024-12-10,高兴的大飞哥,1723
2024-12-10,被割的不是我,7519
2024-12-10,柔和的纳兰锦鹏,9537
2024-12-10,宁然的心,8417
2024-12-10,热心之天蝎座,9742
2024-12-10,赣西操盘手,3246
2024-12-10,有魄力的隐忍,7016
2024-12-10,追高了， 亏了,7713
2024-12-10,南端小野,7045
2024-12-10,50总要碰一下吧,292050
2024-12-10,股友6R21307D16,3347
2024-12-10,阿玉伟,5236
2024-12-10,基民b7qo7F,3048
2024-12-10,要到22以下,481
2024-12-10,炒股养陈娃,1117
2024-12-09,英杰电气：融资净买入406.03万元，融资余额2.51亿元（12-09）,730
2024-12-10,才望利市的高渐离,9623
2024-12-10,以为22是底，明天还会跌,4540
2024-12-09,不锈钢全屋定制,512
2024-12-09,我昨天割在最低点,1935
2024-12-09,陈芝麻香股子,2325
2024-12-09,TCL龙头都完蛋了，快跑啊88,5737
2024-12-09,高兴的大飞哥,76104
2024-12-09,乐观的贺熠2,1933
2024-12-09,昨天抢的，以为要升了，居然吃个跌停！,8633
2024-12-09,涨停忍着,7014
2024-12-09,谦虚谨慎的武杉16,4846
2024-12-09,涨不回明天的价格要大跌了,217
2024-12-09,基民b7qo7F,6034
2024-12-09,万事东风,2748
2024-12-09,陈芝麻香股子,6136
2024-12-09,股友6R21307D16,593
2024-12-09,蓝天的池逸凡,5437
2024-12-09,谦虚谨慎的武杉16,668
2024-12-09,股友9A19IF,1231
2024-12-09,割掉了 你可以涨了C 有种你涨停呀 垃圾,3812
2024-12-09,潜伏优质股到主升,680
2024-12-09,智驾前哨,5027
2024-12-09,股友6lsMzj,4024
2024-12-09,你今天要是能冲过17.5我就加仓,8746
2024-12-09,Anthon,8129
2024-12-09,chris65,8722
2024-12-09,明天7000多万转股。股价能涨？,3348
2024-12-09,路慢慢兮吾求之,6545
2024-12-09,阿玉伟,8718
2024-12-09,抄底逗B,917
2024-12-09,股友882c5M7250,8617
2024-12-09,铜的多头趋势很强  2020.12.11 星期五,1948
2024-12-09,请问一下，轰3465.73啥时候飞？,1331
2024-12-09,吉祥满斗得,3124
2024-12-09,红红喜欢红色,3933
2024-12-09,吉祥满斗得,1916
2024-12-09,股友37m771805F,1326
2024-12-08,英杰电气：连续4日融资净偿还累计3693.6万元（12-08）,840
2024-12-08,金火涅槃2077,5730
2024-12-08,翻红向上,4320
2024-12-08,牙牙虫,5615
2024-12-08,基民b7qo7F,548
2024-12-08,股友7172260PU1,9645
2024-12-08,股友37m771805F,390
2024-12-11,走成这样，庄家根本出不了货，昨天进的1个亿，要不就是没出要不就是割肉，我们等,7629
2024-12-11,玖玖捌壹,2927
2024-12-11,借解禁打压是行不通的！都知道他们一般不会卖，即使要卖也会拉高获利后再抛,8432
2024-12-11,小赌怡情88888888,1232
2024-12-11,期货飚涨,702
2024-12-11,今年赚了多少元,5647
2024-12-11,股友0ZN0353052,12471
2024-12-11,股友Vn1Pnj,2518
2024-12-11,至长反短,5925
2024-12-11,够狠，佩服，小赔走了，还会关注的,8327
2024-12-11,002619 或 002374,9611002619
2024-12-11,看不见希望的大A,6243
2024-12-11,炒G养胃A10000bei,4339
2024-12-11,一颗有心情的韭菜,8918
2024-12-11,至长反短,4847
2024-12-11,股友587mH19220,4231
2024-12-11,细腻的冷飞文,2722
2024-12-11,直率的严雯禹,6931
2024-12-11,15天下跌换手120%，要等15天买入割肉需要50天,21415
2024-12-11,平生法号高地平,4735
2024-12-11,嚒妮嚒妮,3349
2024-12-11,悟禅生智,6929
2024-12-11,消防安全征文选登,3311
2024-12-11,带皮食榴莲,9826
2024-12-11,迷路的救市主,223
2024-12-11,股友0C33V06508,5747
2024-12-11,天天走在国联的后面，你小时候脑子被门挤扁了？,138
2024-12-11,股票汇,5735
2024-12-11,堆金州鹤de苗若兰,1247
2024-12-11,招标大股东嗦比比,832
2024-12-11,股友5037o217R9,4321
2024-12-11,小元宝爱炒基6,58171
2024-12-11,看不见希望的大A,7648
2024-12-11,信我欠我一份好运,3230
2024-12-11,坚毅的章杭素,616
2024-12-11,美好的颜澜宵,501
2024-12-11,飞黄腾达致富路,792
2024-12-10,神马股份：融资净偿还512.44万元，融资余额2.81亿元（12-10）,530
2024-12-11,我非股神巴菲特,5416
2024-12-11,标致的薛雅漪,446
2024-12-11,热心的洪春燕,351
2024-12-11,我真滴不是股神,1317
2024-12-10,我昨天割在最低点,9615
2024-12-10,都他妈砸到启动位置了，还在跑，我靠,1031
2024-12-10,参股公司上市，股价翻倍可期,334
2024-12-10,坚毅的章杭素,6243
2024-12-10,沙漠里的乔尔泰,6037
2024-12-10,股友278L601N32,2426
2024-12-10,风起云涌时999,911
2024-12-10,股友0EWeGA,5427
2024-12-10,yyseek,1339
2024-12-10,轻松的姚柳琴,8539
2024-12-10,yellow黄,9221
2024-12-10,股友9a398O7183,3426
2024-12-10,太活了，股性！有点受不了,9235
2024-12-10,清水叶城,793
2024-12-10,股友5037o217R9,49461
2024-12-10,至长反短,7116
2024-12-10,基民o1u2701882,689
2024-12-10,股友SWv12v,8746
2024-12-10,作手蟋蟀,5525
2024-12-10,股友R7680A5726,7120
2024-12-10,股友6953t0T351,9523
2024-12-10,打板的资金被套了，明天跌停,6112
2024-12-10,美好的颜澜宵,942
2024-12-10,美好的颜澜宵,2732
2024-12-10,基民dD69539510,7712
2024-12-10,美国地区本周有望看到太阳风暴带来的极光,4813
2024-12-10,怎么小的交易量，凯赛尼龙短期内仍旧延续阴跌局面，,2521
2024-12-10,财鸟伴岛,2142
2024-12-10,彩虹第二目标9元,895
2024-12-10,勤劳善良的黎炫晔,8113
2024-12-10,小黑生煎,9820
2024-12-10,骑扬发财地白起,372
2024-12-10,财鸟伴岛,353
2024-12-10,三笔万手单排在队后坚持到了最后，明天低开无悬念,44
2024-12-10,炒那个不是抄，稳稳当当的低吸没人抢,4720
2024-12-10,波段一郎,7914
2024-12-10,青春韭菜,7340
2024-12-10,净资产10.57元就是打5折也值呀！干嘛不买？买买买！,2538
2024-12-11,抬头望路,8342
2024-12-11,毛平财经,9448
2024-12-11,感悟，散户痴情，大户棒打,655
2024-12-11,JonathanAland,5528
2024-12-11,彬总小记,5923
2024-12-11,三角防务股友,8628
2024-12-11,满乾投资,8725
2024-12-11,科比24,277
2024-12-11,2.46.2.45是主力的，他打压会辙掉的！等下去再买买买！,9652
2024-12-11,下午登高，7.51收盘期待中,3023
2024-12-11,实盘跌停涨停,8838
2024-12-11,基民VK0RY1,9432
2024-12-11,为爱而战绝地反击,2141
2024-12-11,一生一世GAN张婷,5931
2024-12-11,亲和之小枇杷,6025
2024-12-11,@曲江新区管委会，赶快资产重组，把优质资产注入一下,2345
2024-12-11,n619913678050782,8742
2024-12-11,牧业2017,7912
2024-12-11,正义de小熊,139
2024-12-11,木守96,819
2024-12-11,看出来了 这就是个烂票,2820
2024-12-11,胡生hh,599
2024-12-11,终极目标在45附近,5019
2024-12-11,勇敢的光飘鹰7,9510
2024-12-11,棕榈油外盘参考24分钟,561
2024-12-11,这跳水真是踩踏型。跳了13块 。66666,1035
2024-12-11,仁慈地百香果,5933
2024-12-11,股友浙江小明哥,7437
2024-12-11,"星云日K,周K低位金叉，我看这波行情涨得多",4447
2024-12-11,骑扬满斗地小龙女,9242
2024-12-11,39.55换是卖出,963439
2024-12-11,涨跌自如23456,192
2024-12-11,那个鬼人老卖？你赚钱了？,4444
2024-12-11,温和友善的杨靖娴,5711
2024-12-11,国产替代势在必行,2331
2024-12-11,信就是传奇,1839
2024-12-11,西红柿拌茄子,1035
2024-12-11,股友5k33W97895,468
2024-12-11,QWERTYasdf,6848
2024-12-11,医药股中垫底的垃圾,1244
2024-12-11,智慧de戈东,1013
2024-12-11,在股市输多赢少,2923
2024-12-11,一切皆有不可能,7334
2024-12-11,有激情的风叶蝶8,812
2024-12-11,科创板除了芯片和生物科技还有什么？,3139
2024-12-11,林子00,3918
2024-12-11,wgd996416,9028
2024-12-11,九天之恩,4928
2024-12-11,股友浙江小明哥,212
2024-12-11,成本低于主力很多，后续收割主力就容易了！,6331
2024-12-11,在这太受罪清仓销户去上班,843
2024-12-11,佬玖_顺势而为,8710
2024-12-11,涨跌自如23456,4112
2024-12-11,有没有中签到现在没卖的 ，恭喜恭喜！！！,7849
2024-12-11,该涨不涨必跌，黑庄在此点位出货，不可能再拉升，大盘调整到3200拉升了怎么出货/被套的股友醒醒吧！,5838
2024-12-11,勤奋的凌烨2,5925
2024-12-11,股友L611698U21,3943
2024-12-11,程逼不跌到8元都不要买进,30
2024-12-11,才望州鹤de段智兴,6724
2024-12-11,三角防务熊货一个,990
2024-12-11,有爱心de蒙椴,4123
2024-12-11,股友6333n3311f,933
2024-12-11,大家卖完没有，赶快，否则套死5年,5240
2024-12-11,股友518222VH67,229
2024-12-11,在股市输多赢少,2429
2024-12-11,股海一粒砂,5910
2024-12-11,股友8NaDB9,9413
2024-12-11,三角防务熊货一个,150
2024-12-11,日进利市de紫薇,1544
2024-12-11,正义de小熊,1047
2024-12-11,优雅的董智妍,294
2024-12-11,香菜萝卜,3425
2024-12-11,玻璃期货涨这里跌，周末有大利空吗,9422
2024-12-11,大盘已跌破5周均线，说啥也没用,738
2024-12-11,知秋一叶21,3042
2024-12-11,赶紧跑，还要破位要大跌,7829
2024-12-11,一秀呄1Suger,76181
2024-12-11,就这，谁敢追,8448
2024-12-11,不知道你一个一个的怕啥，5500W的盘子  溢价2个点不到。出赎回又咋的,8832
2024-12-11,敬畏股市顺势而为,45110000
2024-12-11,低位上引线？试盘吗,7117
2024-12-11,冬天不吃西瓜,3839
2024-12-11,爱咋咋搞呢,5848
2024-12-10,聚和材料：连续6日融资净偿还累计4094.44万元（12-10）,590
2024-12-11,聚和材料,130
2024-12-11,聚和材料：初步确定询价转让价格为45.81元/股,12824
2024-12-10,股行天下999,94
2024-12-10,别慌 今天的走势和8月27号同理,4041
2024-12-10,迅捷的钱梦香,2712
2024-12-10,已经破位，大单狂卖！要割韭菜了,6749
2024-12-10,聚和材料:股东询价转让计划书,64412
2024-12-10,橡东林,9343
2024-12-10,桃红的褚春竹2,5742
2024-12-10,CYC77,8144
2024-12-10,冯铄清,501
2024-12-10,股友96t02u6865,2022
2024-12-10,何以伟,8713
2024-12-10,根据前期高价5.92元应该在5.33和5.37元买入金杯;逢低买入,8743
2024-12-10,无股不神,1038
2024-12-10,在这太受罪清仓销户去上班,5423
2024-12-10,默默等待回本,298
2024-12-10,股友9079I62F96,1138
2024-12-10,股友F6h6050852,5110
2024-12-10,CSGOOO,2156
2024-12-10,股友z725119P97,8421
2024-12-10,趋势小魔王,3230
2024-12-10,今天比昨天砸得还早,1814
2024-12-10,股友7080a3225r,76125
2024-12-10,乐山乐水,1914
2024-12-09,聚和材料：连续5日融资净偿还累计2670.28万元（12-09）,690
2024-12-10,小顾快跑,4214
2024-12-09,闭着眼买入老万，等发财,979
2024-12-09,玄天雷骑,9121
2024-12-09,生龙活虎的小菜菜,596
2024-12-09,今天比康泰医药表现好多啦，呵呵,5345
2024-12-09,活灵活现的小辉哥,913
2024-12-11,盘后说市2020-12-11,2219
2024-12-09,下周一二肯定开板。。。,8130
2024-12-09,聚和材料:中信证券股份有限公司关于常州聚和新材料股份有限公司股东向特定机构投资者询价转让股份相关资格的核查意见,2930
2024-12-09,美丽的宋逸昱,7018
2024-12-09,盆满有余地小龙女,8331
2024-12-09,股市6元以下随便买，快捷又方便，6.2拍卖？做你的大头梦去吧。,680
2024-12-09,股友99879i907Z,3025
2024-12-09,这个是什么鬼！怎么一下掉了这么多！,686
2024-12-09,百倍狂人,2132
2024-12-09,冲啊辛老大说了大涨,8735
2024-12-09,活灵活现的小辉哥,4318
2024-12-09,乐山乐水,1325
2024-12-09,桃红的褚春竹2,908
2024-12-09,股友9079I62F96,6324
2024-12-09,A股限售股解禁一览：125.31亿元市值限售股今日解禁,11354
2024-12-09,钊鑫666,445
2024-12-08,聚和材料：连续4日融资净偿还累计2135.02万元（12-08）,920
2024-12-08,假设14.29以上止跌横盘，大概率是假底,9047
2024-12-08,【明日解禁】明日10股解禁 宁波远洋、聚和材料解禁市值居前,5702
2024-12-08,盆满有余地小龙女,329
2024-12-08,有专注力的小深深,8014
2024-12-08,全资子公司－极盛科技－区块链数字货币龙头,4428
2024-12-08,万事无忧,1636
2024-12-07,长春张学友,2747
2024-12-07,大眼看两融,1924
2024-12-06,语言大师,5822
2024-12-06,玄天雷骑,8738
2024-12-05,聚和材料：连续3日融资净偿还累计1934.91万元（12-05）,1340
2024-12-05,中来股份打不出连扳没用！,5526
2024-12-05,股友99c90U3572,912
2024-12-05,"公公厉害了,七连跪.",3346
2024-12-05,有专注力的小深深,2146
2024-12-05,002619 或 002374,624002619
2024-12-05,非要到3300吗,8748
2024-12-05,炒那个不是抄，稳稳当当的低吸没人抢,19
2024-12-05,爱上下雨的,1837
2024-12-05,15天下跌换手120%，要等15天买入割肉需要50天,30215
2024-12-05,股友1Lr1612065,9614
2024-12-05,股友19Z63f8067,3422
2024-12-05,云锗目前在太阳能板块资金增仓第二名,452
2024-12-05,Aa-nOme,2729
2024-12-05,大家卖完没有，赶快，最后的机会,7538
2024-12-05,基民Timer,5648
2024-12-11,别慌 今天的走势和8月27号同理,7317
2024-12-11,V金手指1688,9110
2024-12-11,道无涯A,37201
2024-12-11,雾里独行,7835
2024-12-10,长江传媒：连续7日融资净偿还累计3286.99万元（12-10）,451
2024-12-10,长江是龙城市是凤,5549
2024-12-10,长江是龙城市是凤,140
2024-12-10,长江是龙城市是凤,9541
2024-12-10,8.48加三倍买入继续,30168
2024-12-10,股友37Ou907862,6516
2024-12-10,露笑科技：看高18元，越跌越买,9634
2024-12-09,长江传媒：连续6日融资净偿还累计3221.16万元（12-09）,750
2024-12-09,雾里独行,94
2024-12-09,股友37Ou907862,599
2024-12-09,gwd2003,4215
2024-12-08,长江传媒：连续5日融资净偿还累计3043.55万元（12-08）,1020
2024-12-09,gwd2003,5612
2024-12-08,gwd2003,7736
2024-12-08,请问开盘跑了的大神出去买别的票今天这大盘 是不是很酸爽？,2134
2024-12-08,测短压短撑及来年趋势走向,5745
2024-12-07,hillinsight,3447
2024-12-07,大眼看两融,6925
2024-12-05,长江传媒：连续4日融资净偿还累计2391.06万元（12-05）,1811
2024-12-06,那真的太有意思了,6312
2024-12-05,国家公债基金是什么，投资的种类有哪些？,5317
2024-12-05,大发积玉de展翔,1539
2024-12-05,股价越高越买 越低越卖 人种有问题,7216
2024-12-05,大发积玉de展翔,6231123
2024-12-05,奋勇当先的鸳鸯,4931
2024-12-05,铜的多头趋势很强  2020.12.11 星期五,743
2024-12-05,上甘岭上向阳花,1230
2024-12-05,买3万股,9041
2024-12-05,目标_千万,476
2024-12-05,快泡吧，垃圾之王，最低40,7124
2024-12-04,长江传媒：连续3日融资净偿还累计2280.87万元（12-04）,1460
2024-12-04,上甘岭上向阳花,1921
2024-12-04,明辨斋,2521
2024-12-04,今天比康泰医药表现好多啦，呵呵,45
2024-12-04,浅套不走，深套骂娘。跌到底利空出来割肉，散户轮回思路,604
2024-12-04,鑫淼1313,1720
2024-12-04,午盘之后就没资金搞了，看样子周一要低开了,9737
2024-12-04,时光似流水,821
2024-12-04,悟道的小陈,413
2024-12-04,为什么板,2622
2024-12-03,长江传媒：融资净偿还999.28万元，融资余额1.76亿元（12-03）,1741
2024-12-03,今天徐工惊天地泣鬼神暴涨5分钱，因此我多吃了两碗饭,7825
2024-12-03,骑着黑马换宝马,8120
2024-12-03,时光似流水,4148
2024-12-03,乱刀劈啪,5224
2024-12-03,橘色夕阳,8247
2024-12-03,股友50750o09U0,9136
2024-12-03,参股公司上市，股价翻倍可期,9414
2024-12-02,长江传媒：融资净偿还824.65万元，融资余额1.86亿元（12-02）,1810
2024-12-02,买入了等涨吧,8236
2024-12-02,打开跌停后赶紧换入 002619 或 002374,1012
2024-12-02,财报翻译官,766
2024-12-02,消防安全征文选登,1426
2024-12-02,哪位大神说下为什么这些天流 入却一直 不 涨？,9036
2024-12-02,通光的零头,4427
2024-12-02,好好好涨不上去必须跌下来,9917
2024-12-02,巍巍11,3233
2024-12-01,长江传媒：融资净买入696.31万元，融资余额1.95亿元（12-01）,2000
2024-12-01,牛啊，不涨啊,2339
2024-12-01,目标_千万,938
2024-12-01,股友100T67T871,970
2024-12-01,命运有天定,7435
2024-12-01,股友A86989O782,3541
2024-12-01,鑫淼1313,4236
2024-12-01,股友3r5956q668,5114
2024-12-01,怎么都是小单买，大单卖，不好，逃命~！,8724
2024-12-01,谁接的我的盘,4213
2024-12-01,LOYAL168,753
2024-12-01,空爽一直空一直爽,239
2024-12-01,真的比不过忽悠的,3642
2024-12-01,曹  尾盘集合竞价被坑了5.08成交买入  我靠,6023
2024-12-01,一地鸡毛73733,95180000
2024-12-01,wcd钓鱼0130,5616
2024-12-01,沉默的艺术,7425
2024-12-01,牛灬牪灬犇灬茻,9319
2024-12-01,乐观其成,8926
2024-12-11,扬帆启航1,4341
2024-12-11,欧耐尔牛气冲冲冲,2123
2024-12-11,今日开始，只买不卖！,4719
2024-12-11,股友0G7U708899,9332
2024-12-11,噢啦恩,17
2024-12-11,wjjstock,3418
2024-12-11,股友Q8w7790723,812
2024-12-11,股友TQLfxU,9617
2024-12-11,一会要来万手哥 万手哥驾到,9228
2024-12-11,股友8135TT9592,5639
2024-12-11,国家采购的15亿美金印尼煤炭，什么时候到货,1213
2024-12-11,平静的吕言涵,931
2024-12-11,打通你的任督二脉,419
2024-12-11,pinocheng,2915
2024-12-10,养元饮品：融资净偿还106.95万元，融资余额2.2亿元（12-10）,361
2024-12-11,打通你的任督二脉,4017
2024-12-11,鲁FA5V09,7228
2024-12-11,飞云操盘手,7414
2024-12-11,拥有天下,943
2024-12-11,没有大单买了，估计要砸盘了！快跑！,5224
2024-12-11,风吹财来接,2221
2024-12-11,击碎散户幻想,2823
2024-12-10,非要到3300吗,6513
2024-12-10,还会跌，发股票要打压,2722
2024-12-10,股友hyiXGo,1145
2024-12-10,股友Q8w7790723,1519
2024-12-10,美滋滋之银杏,8822
2024-12-10,股友2031u09k92,48
2024-12-10,三分注定七分打拼,6221
2024-12-10,股友Q8w7790723,438
2024-12-10,股友2kt3802108,3010
2024-12-10,绝对高位区小心杀猪盘,4736
2024-12-10,迪尼飞哥,4533
2024-12-10,抛光手中股票，等过年再玩,7849
2024-12-10,9.08姐出来了，明天跳空低开，再回来,32499
2024-12-10,股友0526118I8h,9539
2024-12-10,天价有天量 量价齐升 再完美不过了 这人气 这消息面 坐等新高,2328
2024-12-10,美滋滋之银杏,810
2024-12-10,财运成李的淼淼,6310
2024-12-10,sagging,1826
2024-12-10,股友2031u09k92,7222
2024-12-10,走势呈一天直线，死亡了，垃圾,9648
2024-12-10,股友RAEHLs,71
2024-12-10,发行价好几十跌到几块钱有这么玩的吗,304
2024-12-09,养元饮品：融资净买入57.86万元，融资余额2.21亿元（12-09）,600
2024-12-10,涨停板19.38出货,483
2024-12-09,工行一枝花,2929
2024-12-09,养元饮品：公司重视与投资者的互动与交流,5611
2024-12-09,"246,2.45不砸掉不买！主力！",8516246
2024-12-09,把酒黄昏把酒,733
